"City Id","City name","Total Users",Percentage
5468,Boruth,1,0.00
16056,"Kasba Dayal Pura",1,0.00
17765,Joriya,1,0.00
18895,Yadgir,1,0.00
15681,Daboh,1,0.00
17280,Khaniadhana,1,0.00
18287,"Badshahpur Pachgai",1,0.00
16831,Bairia,1,0.00
19527,सोनीपत,1,0.00
17535,"Chhapr Bibipur",1,0.00
744,"Banar Ali",1,0.00
15502,"Grantno 10",1,0.00
17022,Dhaulana,1,0.00
18034,Bankhedi,1,0.00
16651,"Samana Bahu",1,0.00
15418,Bhartiya,1,0.00
8289,"Rewa Basantpur North",1,0.00
16542,Nabinagar,1,0.00
16164,Maheshwar,1,0.00
15791,"Korauli Khurd",1,0.00
16353,Kuchaikote,1,0.00
17676,Badagaon,1,0.00
17195,Bithar,1,0.00
18148,cool,1,0.00
16756,Sikhrera,1,0.00
17446,Premavathipet,1,0.00
16948,Mudhalwadi,1,0.00
17956,"Sanoli Khurd",1,0.00
16578,Songgarh,1,0.00
14882,"Amroli Urf Baragoan",1,0.00
16468,Makdawan,1,0.00
17806,To,1,0.00
17335,Umrah,1,0.00
1530,"Bhautauli Bhagwan",1,0.00
16866,Akohari,1,0.00
16280,Lava,1,0.00
15913,amlaki,1,0.00
17579,die,1,0.00
15541,Jaliawas,1,0.00
17079,Bhitkuri,1,0.00
18071,Region,1,0.00
16684,Mandadi,1,0.00
182,Khadikasulabahali,1,0.00
17868,"Kharwa Kalan",1,0.00
13477,Tired,1,0.00
17718,Jhook,1,0.00
17237,Runkata,1,0.00
18200,madhogarh,1,0.00
1101,Kanai,1,0.00
17881,Hakimabad,1,0.00
13649,"Mimna Bad",1,0.00
16406,cult,1,0.00
16033,"Haidar Nagar",1,0.00
9301,Sarethi,1,0.00
15660,"Nevada Satan",1,0.00
17253,Jao,1,0.00
18216,Sarath,1,0.00
1152,Hameerpur,1,0.00
16222,"Kajal Heri",1,0.00
19479,Keonjhar,1,0.00
15855,Bagdongari,1,0.00
17506,Agra,1,0.00
644,Belaura,1,0.00
15478,"Bhatin Para",1,0.00
16997,Swamika,1,0.00
18009,Fadni,1,0.00
16628,Sarvepalli,1,0.00
15395,cliff,1,0.00
7219,"Dhauri Chak",1,0.00
16516,"Chowk Pura",1,0.00
15769,Narhaoli,1,0.00
16915,Sansarpur,1,0.00
16331,"Rampur Mazara Bhuria",1,0.00
15963,"Parewa Turrha",1,0.00
17644,Chainpura,1,0.00
18776,"Santa Barbara d&#39;Oeste",1,0.00
15589,"Kishun Das",1,0.00
17161,"Chauri Chaura",1,0.00
18124,"Haripur Bar Daita",1,0.00
16732,Devamau,1,0.00
17411,Ding,1,0.00
18498,"Pipar Gaon",1,0.00
16925,Jhabrera,1,0.00
17928,"Rupana Bishnoian",1,0.00
5613,Bisahda,1,0.00
16445,"come on",1,0.00
16071,Chakiya,1,0.00
17781,"Nankar Rani",1,0.00
18961,Mahottari,1,0.00
15694,Bagroda,1,0.00
18307,Gardai,1,0.00
16259,Kuberpur,1,0.00
15891,Agriculture,1,0.00
17547,"Pardi Parnera",1,0.00
17035,Kahrai,1,0.00
16662,Khalispur,1,0.00
16176,Jethpura,1,0.00
12816,Khedi,1,0.00
3554,Khuta,1,0.00
15997,"Pachokra Meharban Ali",1,0.00
17691,Deodha,1,0.00
18817,Pachama,1,0.00
15624,Naultha,1,0.00
18170,Sonepur,1,0.00
16769,wheels,1,0.00
16186,"Babrapur Mak",1,0.00
19392,Jagatsinghpur,1,0.00
15817,Multhan,1,0.00
16962,"Killod Mal",1,0.00
16590,Area,1,0.00
15245,"Hir Makriar",1,0.00
16480,"Balwa Gujran",1,0.00
16106,Dadar,1,0.00
17820,Pipodara,1,0.00
15734,Ranibari,1,0.00
17351,Allness,1,0.00
1965,"Tal Kandala",1,0.00
16878,"Wahid Pur",1,0.00
16291,Herod,1,0.00
17595,Nehla,1,0.00
940,"Bhoji Pura",1,0.00
17112,"Dakhawa Dehati",1,0.00
18087,"Dhakia Jatt",1,0.00
16695,"Shahpur Basudev",1,0.00
16118,Echwal,1,0.00
17834,Soap,1,0.00
11634,Bishrampur,1,0.00
15746,Amediah,1,0.00
17367,Mujhera,1,0.00
2155,Phardari,1,0.00
16891,"Fatehpur Khas",1,0.00
15937,Chhapri,1,0.00
17607,Madhepur,1,0.00
15565,Bibipur,1,0.00
17124,"Chalni Mata",1,0.00
18098,Dhanirwas,1,0.00
16708,Sighnapur,1,0.00
258,Chirkutia,1,0.00
17897,"Rudra Pur",1,0.00
14088,Balbhadarpur,1,0.00
5228,broken,1,0.00
16420,Raimalikpur,1,0.00
16046,Ankleshwar,1,0.00
17752,Khairipihira,1,0.00
18247,Rivara,1,0.00
1211,Kariyara,1,0.00
16819,Laxmibainagar,1,0.00
19503,"Bairia Block",1,0.00
15867,tile,1,0.00
717,Golpura,1,0.00
15491,"Chhuriya Kalan",1,0.00
17010,Mainath,1,0.00
18021,Partappur,1,0.00
16641,Asparagus,1,0.00
8079,Suwakheda,1,0.00
16530,Mohanapur,1,0.00
12297,Mahila,1,0.00
15780,Champapur,1,0.00
2977,Bhelkhedi,1,0.00
16343,"Sita Nagar",1,0.00
15974,Etmadpur,1,0.00
17660,multitude,1,0.00
18791,delivered,1,0.00
15601,okra,1,0.00
17183,Bhikampur,1,0.00
18136,"Khanika Kachar",1,0.00
16745,Kurseli,1,0.00
19343,Theni,1,0.00
17429,"Rampur Button",1,0.00
18524,"Karampur Chaudhary",1,0.00
17944,"Rami Rampur",1,0.00
16567,rudana,1,0.00
14758,Khitora,1,0.00
5708,Tapri,1,0.00
16457,Ghosali,1,0.00
16083,Genrua,1,0.00
17794,"Sharifpur Baagar Ahatmali",1,0.00
10258,Nawadih,1,0.00
15708,Abharajpur,1,0.00
17316,"Haripur Mirdaha",1,0.00
16855,Piper,1,0.00
16270,Ismailbad,1,0.00
15902,Pachri,1,0.00
17563,Kathwada,1,0.00
867,"Kuklya Khedi",1,0.00
15529,fart,1,0.00
18060,Syrians,1,0.00
16673,Empire,1,0.00
8967,"You will be married",1,0.00
3856,Kotmi,1,0.00
16382,chipon,1,0.00
16010,"Alampur Piparia",1,0.00
17704,Khajuriya,1,0.00
9057,Kahalgaon,1,0.00
15635,Domaidih,1,0.00
17225,Bishunpur,1,0.00
18188,Bikramganj,1,0.00
1027,Jalley,1,0.00
16780,Rodiya,1,0.00
16199,"Landmark 0001 Suzabad 0009",1,0.00
17479,"Jaikistopur Urf Narainkhol",1,0.00
18592,darwajaAuraiya,1,0.00
15453,Dhakrai,1,0.00
16974,Kotma,1,0.00
17985,"Shah Dewait",1,0.00
16603,Sarkhari,1,0.00
15362,Baburi,1,0.00
87,mark,1,0.00
16493,Pusalata,1,0.00
16211,Karimpur,1,0.00
17492,What,1,0.00
614,Kharar,1,0.00
16985,Kim,1,0.00
17999,"Balawas Ahir",1,0.00
15384,Amleshwar,1,0.00
6960,"At this point",1,0.00
16505,Knocked,1,0.00
17848,"Madyan Tulsi",1,0.00
11739,"Karsa Chaur",1,0.00
15759,"Maruti Kunj",1,0.00
17387,Sivasagar,1,0.00
15952,Tamar,1,0.00
17627,"Gau Khedi",1,0.00
15578,"Banka Mukasa",1,0.00
17142,Ghosi,1,0.00
18111,Singpura,1,0.00
16721,Mahmudabad,1,0.00
19280,Tirunelveli,1,0.00
304,Banjora,1,0.00
17912,"Ashlatnagar Jarai",1,0.00
5487,Soyla,1,0.00
16432,marble,1,0.00
17767,Hathga,1,0.00
18898,Dantewada,1,0.00
9810,"Indra Nagar",1,0.00
16832,Yeoli,1,0.00
16248,"Kal Khedi",1,0.00
19529,Nirmal,1,0.00
15880,Bidhnoi,1,0.00
17536,sounded,1,0.00
18662,raw,1,0.00
15503,"Sitalpur Marauri",1,0.00
17023,"Samalkharural Part",1,0.00
18035,Gosainganj,1,0.00
16543,Dungla,1,0.00
16165,Sandharsi,1,0.00
12528,Podiya,1,0.00
16354,Dasa,1,0.00
15985,"If not",1,0.00
15614,Khararwal,1,0.00
17196,Khanavale,1,0.00
18150,"Macha Manpur",1,0.00
17448,Nepalpur,1,0.00
474,Nidhria,1,0.00
17957,Shyampur,1,0.00
16579,"Seoni Malwa",1,0.00
14891,Bangarmau,1,0.00
16469,confusion,1,0.00
16094,Phulparas,1,0.00
17807,Harnaut,1,0.00
10471,"Nand Nama",1,0.00
15721,Hasanganj,1,0.00
17336,Mohani,1,0.00
16867,Chatnipur,1,0.00
907,"Nijampur Kasaun",1,0.00
17083,Puramana,1,0.00
18072,Hulasnagar,1,0.00
16685,"Mardan Pur",1,0.00
183,Bellampalle,1,0.00
17869,Ulhasnagar,1,0.00
13483,Bistauli,1,0.00
4423,"Lohari Ragho",1,0.00
16395,"Naharpur Kasan",1,0.00
17719,"Special Bakanda",1,0.00
9178,Pinargaria,1,0.00
17238,"Gondi Guradia",1,0.00
18202,"Jagat Nagar Ahat Mali",1,0.00
1112,Kothila,1,0.00
